UF;COD_MUN_COMPL;NOME_MUNICIPIO;COD_MUN
Rondônia;1100015;Alta Floresta D'Oeste;110001
Rondônia;1100379;Alto Alegre dos Parecis;110037
Rondônia;1100403;Alto Paraíso;110040
Rondônia;1100346;Alvorada D'Oeste;110034
Rondônia;1100023;Ariquemes;110002
Rondônia;1100452;Buritis;110045
Rondônia;1100031;Cabixi;110003
Rondônia;1100601;Cacaulândia;110060
Rondônia;1100049;Cacoal;110004
Rondônia;1100700;Campo Novo de Rondônia;110070
Rondônia;1100809;Candeias do Jamari;110080
Rondônia;1100908;Castanheiras;110090
Rondônia;1100056;Cerejeiras;110005
Rondônia;1100924;Chupinguaia;110092
Rondônia;1100064;Colorado do Oeste;110006
Rondônia;1100072;Corumbiara;110007
Rondônia;1100080;Costa Marques;110008
Rondônia;1100940;Cujubim;110094
Rondônia;1100098;Espigão D'Oeste;110009
Rondônia;1101005;Governador Jorge Teixeira;110100
Rondônia;1100106;Guajará-Mirim;110010
Rondônia;1101104;Itapuã do Oeste;110110
Rondônia;1100114;Jaru;110011
Rondônia;1100122;Ji-Paraná;110012
Rondônia;1100130;Machadinho D'Oeste;110013
Rondônia;1101203;Ministro Andreazza;110120
Rondônia;1101302;Mirante da Serra;110130
Rondônia;1101401;Monte Negro;110140
Rondônia;1100148;Nova Brasilândia D'Oeste;110014
Rondônia;1100338;Nova Mamoré;110033
Rondônia;1101435;Nova União;110143
Rondônia;1100502;Novo Horizonte do Oeste;110050
Rondônia;1100155;Ouro Preto do Oeste;110015
Rondônia;1101450;Parecis;110145
Rondônia;1100189;Pimenta Bueno;110018
Rondônia;1101468;Pimenteiras do Oeste;110146
Rondônia;1100205;Porto Velho;110020
Rondônia;1100254;Presidente Médici;110025
Rondônia;1101476;Primavera de Rondônia;110147
Rondônia;1100262;Rio Crespo;110026
Rondônia;1100288;Rolim de Moura;110028
Rondônia;1100296;Santa Luzia D'Oeste;110029
Rondônia;1101484;São Felipe D'Oeste;110148
Rondônia;1101492;São Francisco do Guaporé;110149
Rondônia;1100320;São Miguel do Guaporé;110032
Rondônia;1101500;Seringueiras;110150
Rondônia;1101559;Teixeirópolis;110155
Rondônia;1101609;Theobroma;110160
Rondônia;1101708;Urupá;110170
Rondônia;1101757;Vale do Anari;110175
Rondônia;1101807;Vale do Paraíso;110180
Rondônia;1100304;Vilhena;110030
Acre;1200013;Acrelândia;120001
Acre;1200054;Assis Brasil;120005
Acre;1200104;Brasiléia;120010
Acre;1200138;Bujari;120013
Acre;1200179;Capixaba;120017
Acre;1200203;Cruzeiro do Sul;120020
Acre;1200252;Epitaciolândia;120025
Acre;1200302;Feijó;120030
Acre;1200328;Jordão;120032
Acre;1200336;Mâncio Lima;120033
Acre;1200344;Manoel Urbano;120034
Acre;1200351;Marechal Thaumaturgo;120035
Acre;1200385;Plácido de Castro;120038
Acre;1200807;Porto Acre;120080
Acre;1200393;Porto Walter;120039
Acre;1200401;Rio Branco;120040
Acre;1200427;Rodrigues Alves;120042
Acre;1200435;Santa Rosa do Purus;120043
Acre;1200500;Sena Madureira;120050
Acre;1200450;Senador Guiomard;120045
Acre;1200609;Tarauacá;120060
Acre;1200708;Xapuri;120070
Amazonas;1300029;Alvarães;130002
Amazonas;1300060;Amaturá;130006
Amazonas;1300086;Anamã;130008
Amazonas;1300102;Anori;130010
Amazonas;1300144;Apuí;130014
Amazonas;1300201;Atalaia do Norte;130020
Amazonas;1300300;Autazes;130030
Amazonas;1300409;Barcelos;130040
Amazonas;1300508;Barreirinha;130050
Amazonas;1300607;Benjamin Constant;130060
Amazonas;1300631;Beruri;130063
Amazonas;1300680;Boa Vista do Ramos;130068
Amazonas;1300706;Boca do Acre;130070
Amazonas;1300805;Borba;130080
Amazonas;1300839;Caapiranga;130083
Amazonas;1300904;Canutama;130090
Amazonas;1301001;Carauari;130100
Amazonas;1301100;Careiro;130110
Amazonas;1301159;Careiro da Várzea;130115
Amazonas;1301209;Coari;130120
Amazonas;1301308;Codajás;130130
Amazonas;1301407;Eirunepé;130140
Amazonas;1301506;Envira;130150
Amazonas;1301605;Fonte Boa;130160
Amazonas;1301654;Guajará;130165
Amazonas;1301704;Humaitá;130170
Amazonas;1301803;Ipixuna;130180
Amazonas;1301852;Iranduba;130185
Amazonas;1301902;Itacoatiara;130190
Amazonas;1301951;Itamarati;130195
Amazonas;1302009;Itapiranga;130200
Amazonas;1302108;Japurá;130210
Amazonas;1302207;Juruá;130220
Amazonas;1302306;Jutaí;130230
Amazonas;1302405;Lábrea;130240
Amazonas;1302504;Manacapuru;130250
Amazonas;1302553;Manaquiri;130255
Amazonas;1302603;Manaus;130260
Amazonas;1302702;Manicoré;130270
Amazonas;1302801;Maraã;130280
Amazonas;1302900;Maués;130290
Amazonas;1303007;Nhamundá;130300
Amazonas;1303106;Nova Olinda do Norte;130310
Amazonas;1303205;Novo Airão;130320
Amazonas;1303304;Novo Aripuanã;130330
Amazonas;1303403;Parintins;130340
Amazonas;1303502;Pauini;130350
Amazonas;1303536;Presidente Figueiredo;130353
Amazonas;1303569;Rio Preto da Eva;130356
Amazonas;1303601;Santa Isabel do Rio Negro;130360
Amazonas;1303700;Santo Antônio do Içá;130370
Amazonas;1303809;São Gabriel da Cachoeira;130380
Amazonas;1303908;São Paulo de Olivença;130390
Amazonas;1303957;São Sebastião do Uatumã;130395
Amazonas;1304005;Silves;130400
Amazonas;1304062;Tabatinga;130406
Amazonas;1304104;Tapauá;130410
Amazonas;1304203;Tefé;130420
Amazonas;1304237;Tonantins;130423
Amazonas;1304260;Uarini;130426
Amazonas;1304302;Urucará;130430
Amazonas;1304401;Urucurituba;130440
Roraima;1400050;Alto Alegre;140005
Roraima;1400027;Amajari;140002
Roraima;1400100;Boa Vista;140010
Roraima;1400159;Bonfim;140015
Roraima;1400175;Cantá;140017
Roraima;1400209;Caracaraí;140020
Roraima;1400233;Caroebe;140023
Roraima;1400282;Iracema;140028
Roraima;1400308;Mucajaí;140030
Roraima;1400407;Normandia;140040
Roraima;1400456;Pacaraima;140045
Roraima;1400472;Rorainópolis;140047
Roraima;1400506;São João da Baliza;140050
Roraima;1400605;São Luiz;140060
Roraima;1400704;Uiramutã;140070
Pará;1500107;Abaetetuba;150010
Pará;1500131;Abel Figueiredo;150013
Pará;1500206;Acará;150020
Pará;1500305;Afuá;150030
Pará;1500347;Água Azul do Norte;150034
Pará;1500404;Alenquer;150040
Pará;1500503;Almeirim;150050
Pará;1500602;Altamira;150060
Pará;1500701;Anajás;150070
Pará;1500800;Ananindeua;150080
Pará;1500859;Anapu;150085
Pará;1500909;Augusto Corrêa;150090
Pará;1500958;Aurora do Pará;150095
Pará;1501006;Aveiro;150100
Pará;1501105;Bagre;150110
Pará;1501204;Baião;150120
Pará;1501253;Bannach;150125
Pará;1501303;Barcarena;150130
Pará;1501402;Belém;150140
Pará;1501451;Belterra;150145
Pará;1501501;Benevides;150150
Pará;1501576;Bom Jesus do Tocantins;150157
Pará;1501600;Bonito;150160
Pará;1501709;Bragança;150170
Pará;1501725;Brasil Novo;150172
Pará;1501758;Brejo Grande do Araguaia;150175
Pará;1501782;Breu Branco;150178
Pará;1501808;Breves;150180
Pará;1501907;Bujaru;150190
Pará;1502004;Cachoeira do Arari;150200
Pará;1501956;Cachoeira do Piriá;150195
Pará;1502103;Cametá;150210
Pará;1502152;Canaã dos Carajás;150215
Pará;1502202;Capanema;150220
Pará;1502301;Capitão Poço;150230
Pará;1502400;Castanhal;150240
Pará;1502509;Chaves;150250
Pará;1502608;Colares;150260
Pará;1502707;Conceição do Araguaia;150270
Pará;1502756;Concórdia do Pará;150275
Pará;1502764;Cumaru do Norte;150276
Pará;1502772;Curionópolis;150277
Pará;1502806;Curralinho;150280
Pará;1502855;Curuá;150285
Pará;1502905;Curuçá;150290
Pará;1502939;Dom Eliseu;150293
Pará;1502954;Eldorado do Carajás;150295
Pará;1503002;Faro;150300
Pará;1503044;Floresta do Araguaia;150304
Pará;1503077;Garrafão do Norte;150307
Pará;1503093;Goianésia do Pará;150309
Pará;1503101;Gurupá;150310
Pará;1503200;Igarapé-Açu;150320
Pará;1503309;Igarapé-Miri;150330
Pará;1503408;Inhangapi;150340
Pará;1503457;Ipixuna do Pará;150345
Pará;1503507;Irituia;150350
Pará;1503606;Itaituba;150360
Pará;1503705;Itupiranga;150370
Pará;1503754;Jacareacanga;150375
Pará;1503804;Jacundá;150380
Pará;1503903;Juruti;150390
Pará;1504000;Limoeiro do Ajuru;150400
Pará;1504059;Mãe do Rio;150405
Pará;1504109;Magalhães Barata;150410
Pará;1504208;Marabá;150420
Pará;1504307;Maracanã;150430
Pará;1504406;Marapanim;150440
Pará;1504422;Marituba;150442
Pará;1504455;Medicilândia;150445
Pará;1504505;Melgaço;150450
Pará;1504604;Mocajuba;150460
Pará;1504703;Moju;150470
Pará;1504752;Mojuí dos Campos;150475
Pará;1504802;Monte Alegre;150480
Pará;1504901;Muaná;150490
Pará;1504950;Nova Esperança do Piriá;150495
Pará;1504976;Nova Ipixuna;150497
Pará;1505007;Nova Timboteua;150500
Pará;1505031;Novo Progresso;150503
Pará;1505064;Novo Repartimento;150506
Pará;1505106;Óbidos;150510
Pará;1505205;Oeiras do Pará;150520
Pará;1505304;Oriximiná;150530
Pará;1505403;Ourém;150540
Pará;1505437;Ourilândia do Norte;150543
Pará;1505486;Pacajá;150548
Pará;1505494;Palestina do Pará;150549
Pará;1505502;Paragominas;150550
Pará;1505536;Parauapebas;150553
Pará;1505551;Pau D'Arco;150555
Pará;1505601;Peixe-Boi;150560
Pará;1505635;Piçarra;150563
Pará;1505650;Placas;150565
Pará;1505700;Ponta de Pedras;150570
Pará;1505809;Portel;150580
Pará;1505908;Porto de Moz;150590
Pará;1506005;Prainha;150600
Pará;1506104;Primavera;150610
Pará;1506112;Quatipuru;150611
Pará;1506138;Redenção;150613
Pará;1506161;Rio Maria;150616
Pará;1506187;Rondon do Pará;150618
Pará;1506195;Rurópolis;150619
Pará;1506203;Salinópolis;150620
Pará;1506302;Salvaterra;150630
Pará;1506351;Santa Bárbara do Pará;150635
Pará;1506401;Santa Cruz do Arari;150640
Pará;1506500;Santa Izabel do Pará;150650
Pará;1506559;Santa Luzia do Pará;150655
Pará;1506583;Santa Maria das Barreiras;150658
Pará;1506609;Santa Maria do Pará;150660
Pará;1506708;Santana do Araguaia;150670
Pará;1506807;Santarém;150680
Pará;1506906;Santarém Novo;150690
Pará;1507003;Santo Antônio do Tauá;150700
Pará;1507102;São Caetano de Odivelas;150710
Pará;1507151;São Domingos do Araguaia;150715
Pará;1507201;São Domingos do Capim;150720
Pará;1507300;São Félix do Xingu;150730
Pará;1507409;São Francisco do Pará;150740
Pará;1507458;São Geraldo do Araguaia;150745
Pará;1507466;São João da Ponta;150746
Pará;1507474;São João de Pirabas;150747
Pará;1507508;São João do Araguaia;150750
Pará;1507607;São Miguel do Guamá;150760
Pará;1507706;São Sebastião da Boa Vista;150770
Pará;1507755;Sapucaia;150775
Pará;1507805;Senador José Porfírio;150780
Pará;1507904;Soure;150790
Pará;1507953;Tailândia;150795
Pará;1507961;Terra Alta;150796
Pará;1507979;Terra Santa;150797
Pará;1508001;Tomé-Açu;150800
Pará;1508035;Tracuateua;150803
Pará;1508050;Trairão;150805
Pará;1508084;Tucumã;150808
Pará;1508100;Tucuruí;150810
Pará;1508126;Ulianópolis;150812
Pará;1508159;Uruará;150815
Pará;1508209;Vigia;150820
Pará;1508308;Viseu;150830
Pará;1508357;Vitória do Xingu;150835
Pará;1508407;Xinguara;150840
Amapá;1600105;Amapá;160010
Amapá;1600204;Calçoene;160020
Amapá;1600212;Cutias;160021
Amapá;1600238;Ferreira Gomes;160023
Amapá;1600253;Itaubal;160025
Amapá;1600279;Laranjal do Jari;160027
Amapá;1600303;Macapá;160030
Amapá;1600402;Mazagão;160040
Amapá;1600501;Oiapoque;160050
Amapá;1600154;Pedra Branca do Amapari;160015
Amapá;1600535;Porto Grande;160053
Amapá;1600550;Pracuúba;160055
Amapá;1600600;Santana;160060
Amapá;1600055;Serra do Navio;160005
Amapá;1600709;Tartarugalzinho;160070
Amapá;1600808;Vitória do Jari;160080
Tocantins;1700251;Abreulândia;170025
Tocantins;1700301;Aguiarnópolis;170030
Tocantins;1700350;Aliança do Tocantins;170035
Tocantins;1700400;Almas;170040
Tocantins;1700707;Alvorada;170070
Tocantins;1701002;Ananás;170100
Tocantins;1701051;Angico;170105
Tocantins;1701101;Aparecida do Rio Negro;170110
Tocantins;1701309;Aragominas;170130
Tocantins;1701903;Araguacema;170190
Tocantins;1702000;Araguaçu;170200
Tocantins;1702109;Araguaína;170210
Tocantins;1702158;Araguanã;170215
Tocantins;1702208;Araguatins;170220
Tocantins;1702307;Arapoema;170230
Tocantins;1702406;Arraias;170240
Tocantins;1702554;Augustinópolis;170255
Tocantins;1702703;Aurora do Tocantins;170270
Tocantins;1702901;Axixá do Tocantins;170290
Tocantins;1703008;Babaçulândia;170300
Tocantins;1703057;Bandeirantes do Tocantins;170305
Tocantins;1703073;Barra do Ouro;170307
Tocantins;1703107;Barrolândia;170310
Tocantins;1703206;Bernardo Sayão;170320
Tocantins;1703305;Bom Jesus do Tocantins;170330
Tocantins;1703602;Brasilândia do Tocantins;170360
Tocantins;1703701;Brejinho de Nazaré;170370
Tocantins;1703800;Buriti do Tocantins;170380
Tocantins;1703826;Cachoeirinha;170382
Tocantins;1703842;Campos Lindos;170384
Tocantins;1703867;Cariri do Tocantins;170386
Tocantins;1703883;Carmolândia;170388
Tocantins;1703891;Carrasco Bonito;170389
Tocantins;1703909;Caseara;170390
Tocantins;1704105;Centenário;170410
Tocantins;1705102;Chapada da Natividade;170510
Tocantins;1704600;Chapada de Areia;170460
Tocantins;1705508;Colinas do Tocantins;170550
Tocantins;1716703;Colméia;171670
Tocantins;1705557;Combinado;170555
Tocantins;1705607;Conceição do Tocantins;170560
Tocantins;1706001;Couto Magalhães;170600
Tocantins;1706100;Cristalândia;170610
Tocantins;1706258;Crixás do Tocantins;170625
Tocantins;1706506;Darcinópolis;170650
Tocantins;1707009;Dianópolis;170700
Tocantins;1707108;Divinópolis do Tocantins;170710
Tocantins;1707207;Dois Irmãos do Tocantins;170720
Tocantins;1707306;Dueré;170730
Tocantins;1707405;Esperantina;170740
Tocantins;1707553;Fátima;170755
Tocantins;1707652;Figueirópolis;170765
Tocantins;1707702;Filadélfia;170770
Tocantins;1708205;Formoso do Araguaia;170820
Tocantins;1708304;Goianorte;170830
Tocantins;1709005;Goiatins;170900
Tocantins;1709302;Guaraí;170930
Tocantins;1709500;Gurupi;170950
Tocantins;1709807;Ipueiras;170980
Tocantins;1710508;Itacajá;171050
Tocantins;1710706;Itaguatins;171070
Tocantins;1710904;Itapiratins;171090
Tocantins;1711100;Itaporã do Tocantins;171110
Tocantins;1711506;Jaú do Tocantins;171150
Tocantins;1711803;Juarina;171180
Tocantins;1711902;Lagoa da Confusão;171190
Tocantins;1711951;Lagoa do Tocantins;171195
Tocantins;1712009;Lajeado;171200
Tocantins;1712157;Lavandeira;171215
Tocantins;1712405;Lizarda;171240
Tocantins;1712454;Luzinópolis;171245
Tocantins;1712504;Marianópolis do Tocantins;171250
Tocantins;1712702;Mateiros;171270
Tocantins;1712801;Maurilândia do Tocantins;171280
Tocantins;1713205;Miracema do Tocantins;171320
Tocantins;1713304;Miranorte;171330
Tocantins;1713601;Monte do Carmo;171360
Tocantins;1713700;Monte Santo do Tocantins;171370
Tocantins;1713957;Muricilândia;171395
Tocantins;1714203;Natividade;171420
Tocantins;1714302;Nazaré;171430
Tocantins;1714880;Nova Olinda;171488
Tocantins;1715002;Nova Rosalândia;171500
Tocantins;1715101;Novo Acordo;171510
Tocantins;1715150;Novo Alegre;171515
Tocantins;1715259;Novo Jardim;171525
Tocantins;1715507;Oliveira de Fátima;171550
Tocantins;1721000;Palmas;172100
Tocantins;1715705;Palmeirante;171570
Tocantins;1713809;Palmeiras do Tocantins;171380
Tocantins;1715754;Palmeirópolis;171575
Tocantins;1716109;Paraíso do Tocantins;171610
Tocantins;1716208;Paranã;171620
Tocantins;1716307;Pau D'Arco;171630
Tocantins;1716505;Pedro Afonso;171650
Tocantins;1716604;Peixe;171660
Tocantins;1716653;Pequizeiro;171665
Tocantins;1717008;Pindorama do Tocantins;171700
Tocantins;1717206;Piraquê;171720
Tocantins;1717503;Pium;171750
Tocantins;1717800;Ponte Alta do Bom Jesus;171780
Tocantins;1717909;Ponte Alta do Tocantins;171790
Tocantins;1718006;Porto Alegre do Tocantins;171800
Tocantins;1718204;Porto Nacional;171820
Tocantins;1718303;Praia Norte;171830
Tocantins;1718402;Presidente Kennedy;171840
Tocantins;1718451;Pugmil;171845
Tocantins;1718501;Recursolândia;171850
Tocantins;1718550;Riachinho;171855
Tocantins;1718659;Rio da Conceição;171865
Tocantins;1718709;Rio dos Bois;171870
Tocantins;1718758;Rio Sono;171875
Tocantins;1718808;Sampaio;171880
Tocantins;1718840;Sandolândia;171884
Tocantins;1718865;Santa Fé do Araguaia;171886
Tocantins;1718881;Santa Maria do Tocantins;171888
Tocantins;1718899;Santa Rita do Tocantins;171889
Tocantins;1718907;Santa Rosa do Tocantins;171890
Tocantins;1719004;Santa Tereza do Tocantins;171900
Tocantins;1720002;Santa Terezinha do Tocantins;172000
Tocantins;1720101;São Bento do Tocantins;172010
Tocantins;1720150;São Félix do Tocantins;172015
Tocantins;1720200;São Miguel do Tocantins;172020
Tocantins;1720259;São Salvador do Tocantins;172025
Tocantins;1720309;São Sebastião do Tocantins;172030
Tocantins;1720499;São Valério;172049
Tocantins;1720655;Silvanópolis;172065
Tocantins;1720804;Sítio Novo do Tocantins;172080
Tocantins;1720853;Sucupira;172085
Tocantins;1708254;Tabocão;170825
Tocantins;1720903;Taguatinga;172090
Tocantins;1720937;Taipas do Tocantins;172093
Tocantins;1720978;Talismã;172097
Tocantins;1721109;Tocantínia;172110
Tocantins;1721208;Tocantinópolis;172120
Tocantins;1721257;Tupirama;172125
Tocantins;1721307;Tupiratins;172130
Tocantins;1722081;Wanderlândia;172208
Tocantins;1722107;Xambioá;172210
Maranhão;2100055;Açailândia;210005
Maranhão;2100105;Afonso Cunha;210010
Maranhão;2100154;Água Doce do Maranhão;210015
Maranhão;2100204;Alcântara;210020
Maranhão;2100303;Aldeias Altas;210030
Maranhão;2100402;Altamira do Maranhão;210040
Maranhão;2100436;Alto Alegre do Maranhão;210043
Maranhão;2100477;Alto Alegre do Pindaré;210047
Maranhão;2100501;Alto Parnaíba;210050
Maranhão;2100550;Amapá do Maranhão;210055
Maranhão;2100600;Amarante do Maranhão;210060
Maranhão;2100709;Anajatuba;210070
Maranhão;2100808;Anapurus;210080
Maranhão;2100832;Apicum-Açu;210083
Maranhão;2100873;Araguanã;210087
Maranhão;2100907;Araioses;210090
Maranhão;2100956;Arame;210095
Maranhão;2101004;Arari;210100
Maranhão;2101103;Axixá;210110
Maranhão;2101202;Bacabal;210120
Maranhão;2101251;Bacabeira;210125
Maranhão;2101301;Bacuri;210130
Maranhão;2101350;Bacurituba;210135
Maranhão;2101400;Balsas;210140
Maranhão;2101509;Barão de Grajaú;210150
Maranhão;2101608;Barra do Corda;210160
Maranhão;2101707;Barreirinhas;210170
Maranhão;2101772;Bela Vista do Maranhão;210177
Maranhão;2101731;Belágua;210173
Maranhão;2101806;Benedito Leite;210180
Maranhão;2101905;Bequimão;210190
Maranhão;2101939;Bernardo do Mearim;210193
Maranhão;2101970;Boa Vista do Gurupi;210197
Maranhão;2102002;Bom Jardim;210200
Maranhão;2102036;Bom Jesus das Selvas;210203
Maranhão;2102077;Bom Lugar;210207
Maranhão;2102101;Brejo;210210
Maranhão;2102150;Brejo de Areia;210215
Maranhão;2102200;Buriti;210220
Maranhão;2102309;Buriti Bravo;210230
Maranhão;2102325;Buriticupu;210232
Maranhão;2102358;Buritirana;210235
Maranhão;2102374;Cachoeira Grande;210237
Maranhão;2102408;Cajapió;210240
Maranhão;2102507;Cajari;210250
Maranhão;2102556;Campestre do Maranhão;210255
Maranhão;2102606;Cândido Mendes;210260
Maranhão;2102705;Cantanhede;210270
Maranhão;2102754;Capinzal do Norte;210275
Maranhão;2102804;Carolina;210280
Maranhão;2102903;Carutapera;210290
Maranhão;2103000;Caxias;210300
Maranhão;2103109;Cedral;210310
Maranhão;2103125;Central do Maranhão;210312
Maranhão;2103158;Centro do Guilherme;210315
Maranhão;2103174;Centro Novo do Maranhão;210317
Maranhão;2103208;Chapadinha;210320
Maranhão;2103257;Cidelândia;210325
Maranhão;2103307;Codó;210330
Maranhão;2103406;Coelho Neto;210340
Maranhão;2103505;Colinas;210350
Maranhão;2103554;Conceição do Lago-Açu;210355
Maranhão;2103604;Coroatá;210360
Maranhão;2103703;Cururupu;210370
Maranhão;2103752;Davinópolis;210375
Maranhão;2103802;Dom Pedro;210380
Maranhão;2103901;Duque Bacelar;210390
Maranhão;2104008;Esperantinópolis;210400
Maranhão;2104057;Estreito;210405
Maranhão;2104073;Feira Nova do Maranhão;210407
Maranhão;2104081;Fernando Falcão;210408
Maranhão;2104099;Formosa da Serra Negra;210409
Maranhão;2104107;Fortaleza dos Nogueiras;210410
Maranhão;2104206;Fortuna;210420
Maranhão;2104305;Godofredo Viana;210430
Maranhão;2104404;Gonçalves Dias;210440
Maranhão;2104503;Governador Archer;210450
Maranhão;2104552;Governador Edison Lobão;210455
Maranhão;2104602;Governador Eugênio Barros;210460
Maranhão;2104628;Governador Luiz Rocha;210462
Maranhão;2104651;Governador Newton Bello;210465
Maranhão;2104677;Governador Nunes Freire;210467
Maranhão;2104701;Graça Aranha;210470
Maranhão;2104800;Grajaú;210480
Maranhão;2104909;Guimarães;210490
Maranhão;2105005;Humberto de Campos;210500
Maranhão;2105104;Icatu;210510
Maranhão;2105153;Igarapé do Meio;210515
Maranhão;2105203;Igarapé Grande;210520
Maranhão;2105302;Imperatriz;210530
Maranhão;2105351;Itaipava do Grajaú;210535
Maranhão;2105401;Itapecuru Mirim;210540
Maranhão;2105427;Itinga do Maranhão;210542
Maranhão;2105450;Jatobá;210545
Maranhão;2105476;Jenipapo dos Vieiras;210547
Maranhão;2105500;João Lisboa;210550
Maranhão;2105609;Joselândia;210560
Maranhão;2105658;Junco do Maranhão;210565
Maranhão;2105708;Lago da Pedra;210570
Maranhão;2105807;Lago do Junco;210580
Maranhão;2105948;Lago dos Rodrigues;210594
Maranhão;2105906;Lago Verde;210590
Maranhão;2105922;Lagoa do Mato;210592
Maranhão;2105963;Lagoa Grande do Maranhão;210596
Maranhão;2105989;Lajeado Novo;210598
Maranhão;2106003;Lima Campos;210600
Maranhão;2106102;Loreto;210610
Maranhão;2106201;Luís Domingues;210620
Maranhão;2106300;Magalhães de Almeida;210630
Maranhão;2106326;Maracaçumé;210632
Maranhão;2106359;Marajá do Sena;210635
Maranhão;2106375;Maranhãozinho;210637
Maranhão;2106409;Mata Roma;210640
Maranhão;2106508;Matinha;210650
Maranhão;2106607;Matões;210660
Maranhão;2106631;Matões do Norte;210663
Maranhão;2106672;Milagres do Maranhão;210667
Maranhão;2106706;Mirador;210670
Maranhão;2106755;Miranda do Norte;210675
Maranhão;2106805;Mirinzal;210680
Maranhão;2106904;Monção;210690
Maranhão;2107001;Montes Altos;210700
Maranhão;2107100;Morros;210710
Maranhão;2107209;Nina Rodrigues;210720
Maranhão;2107258;Nova Colinas;210725
Maranhão;2107308;Nova Iorque;210730
Maranhão;2107357;Nova Olinda do Maranhão;210735
Maranhão;2107407;Olho d'Água das Cunhãs;210740
Maranhão;2107456;Olinda Nova do Maranhão;210745
Maranhão;2107506;Paço do Lumiar;210750
Maranhão;2107605;Palmeirândia;210760
Maranhão;2107704;Paraibano;210770
Maranhão;2107803;Parnarama;210780
Maranhão;2107902;Passagem Franca;210790
Maranhão;2108009;Pastos Bons;210800
Maranhão;2108058;Paulino Neves;210805
Maranhão;2108108;Paulo Ramos;210810
Maranhão;2108207;Pedreiras;210820
Maranhão;2108256;Pedro do Rosário;210825
Maranhão;2108306;Penalva;210830
Maranhão;2108405;Peri Mirim;210840
Maranhão;2108454;Peritoró;210845
Maranhão;2108504;Pindaré-Mirim;210850
Maranhão;2108603;Pinheiro;210860
Maranhão;2108702;Pio XII;210870
Maranhão;2108801;Pirapemas;210880
Maranhão;2108900;Poção de Pedras;210890
Maranhão;2109007;Porto Franco;210900
Maranhão;2109056;Porto Rico do Maranhão;210905
Maranhão;2109106;Presidente Dutra;210910
Maranhão;2109205;Presidente Juscelino;210920
Maranhão;2109239;Presidente Médici;210923
Maranhão;2109270;Presidente Sarney;210927
Maranhão;2109304;Presidente Vargas;210930
Maranhão;2109403;Primeira Cruz;210940
Maranhão;2109452;Raposa;210945
Maranhão;2109502;Riachão;210950
Maranhão;2109551;Ribamar Fiquene;210955
Maranhão;2109601;Rosário;210960
Maranhão;2109700;Sambaíba;210970
Maranhão;2109759;Santa Filomena do Maranhão;210975
Maranhão;2109809;Santa Helena;210980
Maranhão;2109908;Santa Inês;210990
Maranhão;2110005;Santa Luzia;211000
Maranhão;2110039;Santa Luzia do Paruá;211003
Maranhão;2110104;Santa Quitéria do Maranhão;211010
Maranhão;2110203;Santa Rita;211020
Maranhão;2110237;Santana do Maranhão;211023
Maranhão;2110278;Santo Amaro do Maranhão;211027
Maranhão;2110302;Santo Antônio dos Lopes;211030
Maranhão;2110401;São Benedito do Rio Preto;211040
Maranhão;2110500;São Bento;211050
Maranhão;2110609;São Bernardo;211060
Maranhão;2110658;São Domingos do Azeitão;211065
Maranhão;2110708;São Domingos do Maranhão;211070
Maranhão;2110807;São Félix de Balsas;211080
Maranhão;2110856;São Francisco do Brejão;211085
Maranhão;2110906;São Francisco do Maranhão;211090
Maranhão;2111003;São João Batista;211100
Maranhão;2111029;São João do Carú;211102
Maranhão;2111052;São João do Paraíso;211105
Maranhão;2111078;São João do Soter;211107
Maranhão;2111102;São João dos Patos;211110
Maranhão;2111201;São José de Ribamar;211120
Maranhão;2111250;São José dos Basílios;211125
Maranhão;2111300;São Luís;211130
Maranhão;2111409;São Luís Gonzaga do Maranhão;211140
Maranhão;2111508;São Mateus do Maranhão;211150
Maranhão;2111532;São Pedro da Água Branca;211153
Maranhão;2111573;São Pedro dos Crentes;211157
Maranhão;2111607;São Raimundo das Mangabeiras;211160
Maranhão;2111631;São Raimundo do Doca Bezerra;211163
Maranhão;2111672;São Roberto;211167
Maranhão;2111706;São Vicente Ferrer;211170
Maranhão;2111722;Satubinha;211172
Maranhão;2111748;Senador Alexandre Costa;211174
Maranhão;2111763;Senador La Rocque;211176
Maranhão;2111789;Serrano do Maranhão;211178
Maranhão;2111805;Sítio Novo;211180
Maranhão;2111904;Sucupira do Norte;211190
Maranhão;2111953;Sucupira do Riachão;211195
Maranhão;2112001;Tasso Fragoso;211200
Maranhão;2112100;Timbiras;211210
Maranhão;2112209;Timon;211220
Maranhão;2112233;Trizidela do Vale;211223
Maranhão;2112274;Tufilândia;211227
Maranhão;2112308;Tuntum;211230
Maranhão;2112407;Turiaçu;211240
Maranhão;2112456;Turilândia;211245
Maranhão;2112506;Tutóia;211250
Maranhão;2112605;Urbano Santos;211260
Maranhão;2112704;Vargem Grande;211270
Maranhão;2112803;Viana;211280
Maranhão;2112852;Vila Nova dos Martírios;211285
Maranhão;2112902;Vitória do Mearim;211290
Maranhão;2113009;Vitorino Freire;211300
Maranhão;2114007;Zé Doca;211400
Piauí;2200053;Acauã;220005
Piauí;2200103;Agricolândia;220010
Piauí;2200202;Água Branca;220020
Piauí;2200251;Alagoinha do Piauí;220025
Piauí;2200277;Alegrete do Piauí;220027
Piauí;2200301;Alto Longá;220030
Piauí;2200400;Altos;220040
