UF,UF_SIGLA,COD_MUN_COMPL,NOME_MUNICIPIO,COD_MUN,LONGITUDE,LATITUDE
Rondônia,RO,1100015,ALTA FLORESTA D'OESTE,110001,-61.99982389629358,-11.935540304764553
Rondônia,RO,1100379,ALTO ALEGRE DOS PARECIS,110037,-61.85307716860296,-12.131777224570904
Rondônia,RO,1100403,ALTO PARAÍSO,110040,-63.31762943349756,-9.716666738077278
Rondônia,RO,1100346,ALVORADA D'OESTE,110034,-62.27727486569718,-11.344130023433403
Rondônia,RO,1100023,ARIQUEMES,110002,-63.03326927804835,-9.908462866567197
Rondônia,RO,1100452,BURITIS,110045,-63.82967879175653,-10.209805407235551
Rondônia,RO,1100031,CABIXI,110003,-60.54431358120087,-13.499763459696254
Rondônia,RO,1100601,CACAULÂNDIA,110060,-62.903189934568736,-10.3388728393928
Rondônia,RO,1100049,CACOAL,110004,-61.442944211822415,-11.433865028685151
Rondônia,RO,1100700,CAMPO NOVO DE RONDÔNIA,110070,-63.62499142654262,-10.5684164693485
Rondônia,RO,1100809,CANDEIAS DO JAMARI,110080,-63.7000200718298,-8.785020703477477
Rondônia,RO,1100908,CASTANHEIRAS,110090,-61.949161196466186,-11.426842225462453
Rondônia,RO,1100056,CEREJEIRAS,110005,-60.818426164681455,-13.1950330320399
Rondônia,RO,1100924,CHUPINGUAIA,110092,-60.901847749955394,-12.5568407610938
Rondônia,RO,1100064,COLORADO DO OESTE,110006,-60.555067463078935,-13.13056384145525
Rondônia,RO,1100072,CORUMBIARA,110007,-60.94870117066143,-12.997520236483403
Rondônia,RO,1100080,COSTA MARQUES,110008,-64.23165393911724,-12.436013877714153
Rondônia,RO,1100940,CUJUBIM,110094,-62.587174531920944,-9.378193399057121
Rondônia,RO,1100098,ESPIGÃO D'OESTE,110009,-61.020173113284656,-11.528554633347252
Rondônia,RO,1101005,GOVERNADOR JORGE TEIXEIRA,110100,-62.74045763946318,-10.612071772607502
Rondônia,RO,1100106,GUAJARÁ-MIRIM,110010,-65.32395181969234,-10.773883740670453
Rondônia,RO,1101104,ITAPUÃ DO OESTE,110110,-63.182337016518304,-9.191871675327855
Rondônia,RO,1100114,JARU,110011,-62.476230708131666,-10.435948767884401
Rondônia,RO,1100122,JI-PARANÁ,110012,-61.945094582684135,-10.882051318349001
Rondônia,RO,1100130,MACHADINHO D'OESTE,110013,-61.9995925724466,-9.425562480000002
Rondônia,RO,1101203,MINISTRO ANDREAZZA,110120,-61.51892193010535,-11.196237984159103
Rondônia,RO,1101302,MIRANTE DA SERRA,110130,-62.66942709525657,-11.045609289937003
Rondônia,RO,1101401,MONTE NEGRO,110140,-63.295559167217476,-10.263097755883
Rondônia,RO,1100148,NOVA BRASILÂNDIA D'OESTE,110014,-62.30823016301896,-11.721325413855851
Rondônia,RO,1100338,NOVA MAMORÉ,110033,-65.32914902314666,-10.411771294700152
Rondônia,RO,1101435,NOVA UNIÃO,110143,-62.555089398879986,-10.915532041662802
Rondônia,RO,1100502,NOVO HORIZONTE DO OESTE,110050,-61.994387662760616,-11.7097429200152
Rondônia,RO,1100155,OURO PRETO DO OESTE,110015,-62.26105519043627,-10.723573900813504
Rondônia,RO,1101450,PARECIS,110145,-61.597997972677554,-12.179827050707702
Rondônia,RO,1100189,PIMENTA BUENO,110018,-61.183665673641976,-11.677536990000002
Rondônia,RO,1101468,PIMENTEIRAS DO OESTE,110146,-61.04437900253844,-13.476562002461502
Rondônia,RO,1100205,PORTO VELHO,110020,-63.83144565436113,-8.768891790000003
Rondônia,RO,1100254,PRESIDENTE MÉDICI,110025,-61.90943868352976,-11.17320501622675
Rondônia,RO,1101476,PRIMAVERA DE RONDÔNIA,110147,-61.31654624291654,-11.825706954246803
Rondônia,RO,1100262,RIO CRESPO,110026,-62.90001036595888,-9.705536709739492
Rondônia,RO,1100288,ROLIM DE MOURA,110028,-61.78578093518538,-11.722258913380754
Rondônia,RO,1100296,SANTA LUZIA D'OESTE,110029,-61.77330546305453,-11.908423332468951
Rondônia,RO,1101484,SÃO FELIPE D'OESTE,110148,-61.512508113332736,-11.914389354688552
Rondônia,RO,1101492,SÃO FRANCISCO DO GUAPORÉ,110149,-63.57086471076491,-12.063798412233403
Rondônia,RO,1100320,SÃO MIGUEL DO GUAPORÉ,110032,-62.720063481436426,-11.69948974380595
Rondônia,RO,1101500,SERINGUEIRAS,110150,-63.03876099770722,-11.767116635607003
Rondônia,RO,1101559,TEIXEIRÓPOLIS,110155,-62.25592225395464,-10.932169286039903
Rondônia,RO,1101609,THEOBROMA,110160,-62.34514552993494,-10.248730552026052
Rondônia,RO,1101708,URUPÁ,110170,-62.37063245376665,-11.128545275679402
Rondônia,RO,1101757,VALE DO ANARI,110175,-62.17682344212779,-9.851392708061791
Rondônia,RO,1101807,VALE DO PARAÍSO,110180,-62.13439035680986,-10.431052684556454
Rondônia,RO,1100304,VILHENA,110030,-60.138583866098706,-12.741373471802902
Acre,AC,1200013,ACRELÂNDIA,120001,-67.05231658002059,-10.0737938924635
Acre,AC,1200054,ASSIS BRASIL,120005,-69.56345917466768,-10.942865680917153
Acre,AC,1200104,BRASILÉIA,120010,-68.74794342595838,-11.016411019085751
Acre,AC,1200138,BUJARI,120013,-67.95185927920149,-9.820019626709376
Acre,AC,1200179,CAPIXABA,120017,-67.67350797194322,-10.569767708792751
Acre,AC,1200203,CRUZEIRO DO SUL,120020,-72.6725313174358,-7.630690005009811
Acre,AC,1200252,EPITACIOLÂNDIA,120025,-68.74486806667493,-11.028239827956352
Acre,AC,1200302,FEIJÓ,120030,-70.35398360821654,-8.160247530000001
Acre,AC,1200328,JORDÃO,120032,-71.95087512483646,-9.193357859828481
Acre,AC,1200336,MÂNCIO LIMA,120033,-72.91650102613077,-7.5932225938583615
Acre,AC,1200344,MANOEL URBANO,120034,-69.2599445775075,-8.836317736891662
Acre,AC,1200351,MARECHAL THAUMATURGO,120035,-72.79026590869829,-8.953591123153663
Acre,AC,1200385,PLÁCIDO DE CASTRO,120038,-67.1882600861516,-10.335133282742651
Acre,AC,1200807,PORTO ACRE,120080,-67.54059008351943,-9.60085823118788
Acre,AC,1200393,PORTO WALTER,120039,-72.74233396480328,-8.26666636282753
Acre,AC,1200401,RIO BRANCO,120040,-67.8105287004235,-9.978298752724983
Acre,AC,1200427,RODRIGUES ALVES,120042,-72.64785491419967,-7.733602033723222
Acre,AC,1200435,SANTA ROSA DO PURUS,120043,-70.48649689376163,-9.443406537411851
Acre,AC,1200500,SENA MADUREIRA,120050,-68.65568406169203,-9.065339505000003
Acre,AC,1200450,SENADOR GUIOMARD,120045,-67.74317236000509,-10.148173586198851
Acre,AC,1200609,TARAUACÁ,120060,-70.75550106289369,-8.155668591765622
Acre,AC,1200708,XAPURI,120070,-68.5062948050463,-10.652071940335452
Amazonas,AM,1300029,ALVARÃES,130002,-64.81353467756858,-3.216583769066385
Amazonas,AM,1300060,AMATURÁ,130006,-68.2096146409404,-3.3668051875056055
Amazonas,AM,1300086,ANAMÃ,130008,-61.4059034797501,-3.5763704268902705
Amazonas,AM,1300102,ANORI,130010,-61.65895538287789,-3.7453855861188905
Amazonas,AM,1300144,APUÍ,130014,-59.88566610471881,-7.197870151607596
Amazonas,AM,1300201,ATALAIA DO NORTE,130020,-70.1879892845226,-4.366157489716032
Amazonas,AM,1300300,AUTAZES,130030,-59.133567091816765,-3.5786636417712656
Amazonas,AM,1300409,BARCELOS,130040,-62.925669658102606,-0.9728010525321907
Amazonas,AM,1300508,BARREIRINHA,130050,-57.067750489893776,-2.7981498369297957
Amazonas,AM,1300607,BENJAMIN CONSTANT,130060,-70.02734843327647,-4.3749890186039115
Amazonas,AM,1300631,BERURI,130063,-61.37157089166587,-3.8945134098180554
Amazonas,AM,1300680,BOA VISTA DO RAMOS,130068,-57.58770734647372,-2.971726531589356
Amazonas,AM,1300706,BOCA DO ACRE,130070,-67.39957775668053,-8.751243196093787
Amazonas,AM,1300805,BORBA,130080,-59.594559019496884,-4.390619891472725
Amazonas,AM,1300839,CAAPIRANGA,130083,-61.21133413318167,-3.3300933919416003
Amazonas,AM,1300904,CANUTAMA,130090,-64.39423081892882,-6.529106075826137
Amazonas,AM,1301001,CARAUARI,130100,-66.89663528168369,-4.881665904204131
Amazonas,AM,1301100,CAREIRO,130110,-60.3638098437089,-3.822447270045991
Amazonas,AM,1301159,CAREIRO DA VÁRZEA,130115,-59.826314060833866,-3.1973965948695953
Amazonas,AM,1301209,COARI,130120,-63.14218398405616,-4.084219158775881
Amazonas,AM,1301308,CODAJÁS,130130,-62.06342966048829,-3.8430459327389204
Amazonas,AM,1301407,EIRUNEPÉ,130140,-69.86629026244155,-6.667352566851815
Amazonas,AM,1301506,ENVIRA,130150,-70.03041254298249,-7.439817543968381
Amazonas,AM,1301605,FONTE BOA,130160,-66.09650298983472,-2.5122706845477856
Amazonas,AM,1301654,GUAJARÁ,130165,-72.58243053833964,-7.547774414833601
Amazonas,AM,1301704,HUMAITÁ,130170,-63.02669802192832,-7.512224950611387
Amazonas,AM,1301803,IPIXUNA,130180,-71.69441806030837,-7.05098011443721
Amazonas,AM,1301852,IRANDUBA,130185,-60.19338816613068,-3.2810538776068956
Amazonas,AM,1301902,ITACOATIARA,130190,-58.44017543675714,-3.140378803916345
Amazonas,AM,1301951,ITAMARATI,130195,-68.24791743597818,-6.437799348619177
Amazonas,AM,1302009,ITAPIRANGA,130200,-58.0345458839662,-2.7418427523288407
Amazonas,AM,1302108,JAPURÁ,130210,-66.99690349464133,-1.8808448587030002
Amazonas,AM,1302207,JURUÁ,130220,-66.06304192554342,-3.4748895988906803
Amazonas,AM,1302306,JUTAÍ,130230,-66.77132754668783,-2.7446464468578555
Amazonas,AM,1302405,LÁBREA,130240,-64.79477302752004,-7.261946553327051
Amazonas,AM,1302504,MANACAPURU,130250,-60.62058944587062,-3.29827803546755
Amazonas,AM,1302553,MANAQUIRI,130255,-60.45888130637453,-3.4290796693526207
Amazonas,AM,1302603,MANAUS,130260,-60.023335181061036,-3.134691491201946
Amazonas,AM,1302702,MANICORÉ,130270,-61.29924840885077,-5.8132052611881315
Amazonas,AM,1302801,MARAÃ,130280,-65.57428370316406,-1.8664368773012503
Amazonas,AM,1302900,MAUÉS,130290,-57.715034386752464,-3.3864279262110557
Amazonas,AM,1303007,NHAMUNDÁ,130300,-56.71676991333764,-2.1889837668969006
Amazonas,AM,1303106,NOVA OLINDA DO NORTE,130310,-59.093074026043276,-3.8875928319113813
Amazonas,AM,1303205,NOVO AIRÃO,130320,-60.94881070782901,-2.6234324590276255
Amazonas,AM,1303304,NOVO ARIPUANÃ,130330,-60.377045669000864,-5.122669314196165
Amazonas,AM,1303403,PARINTINS,130340,-56.73629214519508,-2.6270525858372253
Amazonas,AM,1303502,PAUINI,130350,-67.00209748852816,-7.714043644322191
Amazonas,AM,1303536,PRESIDENTE FIGUEIREDO,130353,-60.025646834467466,-2.058429085233
Amazonas,AM,1303569,RIO PRETO DA EVA,130356,-59.70473809419898,-2.6933015416450954
Amazonas,AM,1303601,SANTA ISABEL DO RIO NEGRO,130360,-65.02002263951196,-0.41669483188186357
Amazonas,AM,1303700,SANTO ANTÔNIO DO IÇÁ,130370,-67.94648514388406,-3.107486309181511
Amazonas,AM,1303809,SÃO GABRIEL DA CACHOEIRA,130380,-67.08364289634629,-0.13646278811652154
Amazonas,AM,1303908,SÃO PAULO DE OLIVENÇA,130390,-68.94485348813579,-3.4665096234913206
Amazonas,AM,1303957,SÃO SEBASTIÃO DO UATUMÃ,130395,-57.8703463558346,-2.5701525796778504
Amazonas,AM,1304005,SILVES,130400,-58.214800860826934,-2.8364274296658354
Amazonas,AM,1304062,TABATINGA,130406,-69.94624437522717,-4.231883675646645
Amazonas,AM,1304104,TAPAUÁ,130410,-63.18709486718018,-5.624223517787936
Amazonas,AM,1304203,TEFÉ,130420,-64.70841966330268,-3.3483724939415054
Amazonas,AM,1304237,TONANTINS,130423,-67.7764822806952,-2.8610912498354257
Amazonas,AM,1304260,UARINI,130426,-65.15534564015537,-2.9836092426921006
Amazonas,AM,1304302,URUCARÁ,130430,-57.75982817459557,-2.5366116718403804
Amazonas,AM,1304401,URUCURITUBA,130440,-58.15964104130982,-3.1346331156473006
Roraima,RR,1400050,ALTO ALEGRE,140005,-61.314022390117806,2.993822947654836
Roraima,RR,1400027,AMAJARI,140002,-61.420590172663054,3.652118445445896
Roraima,RR,1400100,BOA VISTA,140010,-60.67053267296505,2.8166819191043904
Roraima,RR,1400159,BONFIM,140015,-59.87800662890994,3.350288619110316
Roraima,RR,1400175,CANTÁ,140017,-60.602062847611236,2.60766639841651
Roraima,RR,1400209,CARACARAÍ,140020,-61.14917687012999,1.8038712472975902
Roraima,RR,1400233,CAROEBE,140023,-59.69481007367574,0.8726745071865621
Roraima,RR,1400282,IRACEMA,140028,-61.05225858501971,2.1682147652038704
Roraima,RR,1400308,MUCAJAÍ,140030,-60.91151853062164,2.4797722350534177
Roraima,RR,1400407,NORMANDIA,140040,-59.63520628356832,3.8829782853018107
Roraima,RR,1400456,PACARAIMA,140045,-61.14730634714931,4.475259340212255
Roraima,RR,1400472,RORAINÓPOLIS,140047,-60.425060493981924,0.9371953935975562
Roraima,RR,1400506,SÃO JOÃO DA BALIZA,140050,-59.90604434515445,0.9471574274666812
Roraima,RR,1400605,SÃO LUIZ,140060,-60.02826677419026,1.0181116273912603
Roraima,RR,1400704,UIRAMUTÃ,140070,-60.19571614804204,4.5854403875425485
Pará,PA,1500107,ABAETETUBA,150010,-48.88440382072305,-1.7234698628459053
Pará,PA,1500131,ABEL FIGUEIREDO,150013,-48.396762125794474,-4.951390895531296
Pará,PA,1500206,ACARÁ,150020,-48.20045643175013,-1.9634365000000003
Pará,PA,1500305,AFUÁ,150030,-50.391427589233245,-0.15917169377979654
Pará,PA,1500347,ÁGUA AZUL DO NORTE,150034,-50.48527450725314,-6.804948867405376
Pará,PA,1500404,ALENQUER,150040,-54.74086235018962,-1.9513975050000003
Pará,PA,1500503,ALMEIRIM,150050,-52.57683508681274,-1.52733880276478
Pará,PA,1500602,ALTAMIRA,150060,-52.21437630520783,-3.2056595100000007
Pará,PA,1500701,ANAJÁS,150070,-49.94500104054399,-0.9844513940087022
Pará,PA,1500800,ANANINDEUA,150080,-48.37206665416802,-1.3687135682694551
Pará,PA,1500859,ANAPU,150085,-51.20162179845806,-3.4761046350686806
Pará,PA,1500909,AUGUSTO CORRÊA,150090,-46.64164578567114,-1.0229210100000004
Pará,PA,1500958,AURORA DO PARÁ,150095,-47.556174603612824,-2.1293760131944404
Pará,PA,1501006,AVEIRO,150100,-55.330734389817835,-3.60559525928393
Pará,PA,1501105,BAGRE,150110,-50.22198692061345,-1.8898080603617204
Pará,PA,1501204,BAIÃO,150120,-49.67275337332527,-2.79196186136136
Pará,PA,1501253,BANNACH,150125,-50.40604712151955,-7.351072192424402
Pará,PA,1501303,BARCARENA,150130,-48.6270728925156,-1.5057670050000003
Pará,PA,1501402,BELÉM,150140,-48.48782568748756,-1.4598450000000003
Pará,PA,1501451,BELTERRA,150145,-54.942674739326186,-2.6490201694685607
Pará,PA,1501501,BENEVIDES,150150,-48.24183645057027,-1.3614375150000002
Pará,PA,1501576,BOM JESUS DO TOCANTINS,150157,-48.59903995906145,-5.047362704320286
Pará,PA,1501600,BONITO,150160,-47.30589181686387,-1.3674743568725352
Pará,PA,1501709,BRAGANÇA,150170,-46.76575421366403,-1.053523956205635
Pará,PA,1501725,BRASIL NOVO,150172,-52.54344119227884,-3.2978037040083708
Pará,PA,1501758,BREJO GRANDE DO ARAGUAIA,150175,-48.40576042238738,-5.70729615383609
Pará,PA,1501782,BREU BRANCO,150178,-49.569879683285734,-3.7781354128786706
Pará,PA,1501808,BREVES,150180,-50.48089479901951,-1.6907365
Pará,PA,1501907,BUJARU,150190,-48.035875014396034,-1.5139914623006052
Pará,PA,1502004,CACHOEIRA DO ARARI,150200,-48.960667577387085,-1.0087862656392803
Pará,PA,1501956,CACHOEIRA DO PIRIÁ,150195,-46.54739141662549,-1.7528970049312402
Pará,PA,1502103,CAMETÁ,150210,-49.49783016899698,-2.2468384800000005
Pará,PA,1502152,CANAÃ DOS CARAJÁS,150215,-49.84895843191533,-6.532196615629402
Pará,PA,1502202,CAPANEMA,150220,-47.1751261231344,-1.1924419950000003
Pará,PA,1502301,CAPITÃO POÇO,150230,-47.0628253774009,-1.746187293237515
Pará,PA,1502400,CASTANHAL,150240,-47.92664314194423,-1.2957568050452453
Pará,PA,1502509,CHAVES,150250,-49.989318605071354,-0.16243729012191152
Pará,PA,1502608,COLARES,150260,-48.288728431949444,-0.9320912439577392
Pará,PA,1502707,CONCEIÇÃO DO ARAGUAIA,150270,-49.26450081249567,-8.26486353
Pará,PA,1502756,CONCÓRDIA DO PARÁ,150275,-47.94988693900474,-1.984521462772755
Pará,PA,1502764,CUMARU DO NORTE,150276,-50.77157837751305,-7.811106536899267
Pará,PA,1502772,CURIONÓPOLIS,150277,-49.60221422495041,-6.096819952206661
Pará,PA,1502806,CURRALINHO,150280,-49.79152284708538,-1.8094234196669303
Pará,PA,1502855,CURUÁ,150285,-55.11967860873078,-1.889928704305485
Pará,PA,1502905,CURUÇÁ,150290,-47.851265085935154,-0.7324955100000002
Pará,PA,1502939,DOM ELISEU,150293,-47.55591488599344,-4.29077772
Pará,PA,1502954,ELDORADO DOS CARAJÁS,150295,-49.37395194215222,-6.103525161071387
Pará,PA,1503002,FARO,150300,-56.74575301730697,-2.172975241949765
Pará,PA,1503044,FLORESTA DO ARAGUAIA,150304,-49.6975784122373,-7.558700872370076
Pará,PA,1503077,GARRAFÃO DO NORTE,150307,-47.04504601729725,-1.9316970431066902
Pará,PA,1503093,GOIANÉSIA DO PARÁ,150309,-49.10104492374257,-3.842468
Pará,PA,1503101,GURUPÁ,150310,-51.643695723394075,-1.4049180000000003
Pará,PA,1503200,IGARAPÉ-AÇU,150320,-47.622375492027096,-1.124322
Pará,PA,1503309,IGARAPÉ-MIRI,150330,-48.962299468946604,-1.9831160000000005
Pará,PA,1503408,INHANGAPI,150340,-47.91339274658853,-1.4265819809103102
Pará,PA,1503457,IPIXUNA DO PARÁ,150345,-47.49971758879829,-2.5575285000000005
Pará,PA,1503507,IRITUIA,150350,-47.44075561284832,-1.7714749950000004
Pará,PA,1503606,ITAITUBA,150360,-55.99004885727774,-4.263729480000001
Pará,PA,1503705,ITUPIRANGA,150370,-49.324425861286095,-5.128837026360911
Pará,PA,1503754,JACAREACANGA,150375,-57.76633985837944,-6.223551731386445
Pará,PA,1503804,JACUNDÁ,150380,-49.112781562567484,-4.448405475000001
Pará,PA,1503903,JURUTI,150390,-56.09499768840011,-2.1552529950000006
Pará,PA,1504000,LIMOEIRO DO AJURU,150400,-49.38153390120192,-1.8919485000000003
Pará,PA,1504059,MÃE DO RIO,150405,-47.552290179477346,-2.0477074407907554
Pará,PA,1504109,MAGALHÃES BARATA,150410,-47.5991818964912,-0.7958501560211608
Pará,PA,1504208,MARABÁ,150420,-49.14202533340669,-5.35260576313025
Pará,PA,1504307,MARACANÃ,150430,-47.4552679594076,-0.7624194599812312
Pará,PA,1504406,MARAPANIM,150440,-47.70254875376774,-0.7121509963478192
Pará,PA,1504422,MARITUBA,150442,-48.34053587778303,-1.346417265575795
Pará,PA,1504455,MEDICILÂNDIA,150445,-52.88834535072427,-3.4454174121868806
Pará,PA,1504505,MELGAÇO,150450,-50.71746469769641,-1.8034466986409954
Pará,PA,1504604,MOCAJUBA,150460,-49.50902346127286,-2.5828729732715305
Pará,PA,1504703,MOJU,150470,-48.76719912737187,-1.8858890000000001
Pará,PA,1504752,,150475,,
Pará,PA,1504802,MONTE ALEGRE,150480,-54.07337472563599,-2.003328
Pará,PA,1504901,MUANÁ,150490,-49.2168324424737,-1.530026208354905
Pará,PA,1504950,NOVA ESPERANÇA DO PIRIÁ,150495,-46.96209288367359,-2.2676259890312953
Pará,PA,1504976,NOVA IPIXUNA,150497,-49.079886938016415,-4.9230863070264865
Pará,PA,1505007,NOVA TIMBOTEUA,150500,-47.39320227645989,-1.2041436474668652
Pará,PA,1505031,NOVO PROGRESSO,150503,-55.41987011797839,-7.034835913288116
Pará,PA,1505064,NOVO REPARTIMENTO,150506,-49.94863824434262,-4.248148500000001
Pará,PA,1505106,ÓBIDOS,150510,-55.5163235097126,-1.909235495881205
Pará,PA,1505205,OEIRAS DO PARÁ,150520,-49.855106108773505,-2.0047340000000005
Pará,PA,1505304,ORIXIMINÁ,150530,-55.862799515235935,-1.7637535000000004
Pará,PA,1505403,OURÉM,150540,-47.11761936285015,-1.5489471423024403
Pará,PA,1505437,OURILÂNDIA DO NORTE,150543,-51.09083277468157,-6.740617086377357
Pará,PA,1505486,PACAJÁ,150548,-50.634840830429766,-3.8303057037573005
Pará,PA,1505494,PALESTINA DO PARÁ,150549,-48.32179372616368,-5.749934106226052
Pará,PA,1505502,PARAGOMINAS,150550,-47.35696156105186,-2.9941905
Pará,PA,1505536,PARAUAPEBAS,150553,-49.90078063429695,-6.072729887631836
Pará,PA,1505551,PAU D'ARCO,150555,-50.048275531899804,-7.836794403973567
Pará,PA,1505601,PEIXE-BOI,150560,-47.31792702155914,-1.1895692407565404
Pará,PA,1505635,PIÇARRA,150563,-48.86840066721866,-6.45367623455792
Pará,PA,1505650,PLACAS,150565,-54.21696813126538,-3.867315562135355
Pará,PA,1505700,PONTA DE PEDRAS,150570,-48.87178556004333,-1.3965999975235002
Pará,PA,1505809,PORTEL,150580,-50.822490442211,-1.9364510000000004
Pará,PA,1505908,PORTO DE MOZ,150590,-52.24247691902007,-1.7460900888088453
Pará,PA,1506005,PRAINHA,150600,-53.48181394078948,-1.8056945000000002
Pará,PA,1506104,PRIMAVERA,150610,-47.11725125891255,-0.9401115159305742
Pará,PA,1506112,QUATIPURU,150611,-47.00678699357602,-0.9001158537393252
Pará,PA,1506138,REDENÇÃO,150613,-50.02964182550925,-8.0276045
Pará,PA,1506161,RIO MARIA,150616,-50.04641087752237,-7.311115244688146
Pará,PA,1506187,RONDON DO PARÁ,150618,-48.06997374939822,-4.777821727035545
Pará,PA,1506195,RURÓPOLIS,150619,-54.90586225986905,-4.099065390000001
Pará,PA,1506203,SALINÓPOLIS,150620,-47.353120263153635,-0.623638
Pará,PA,1506302,SALVATERRA,150630,-48.51318659944692,-0.7545259743530468
Pará,PA,1506351,SANTA BÁRBARA DO PARÁ,150635,-48.2977406497887,-1.2294394669924402
Pará,PA,1506401,SANTA CRUZ DO ARARI,150640,-49.17161556612522,-0.6599741255992536
Pará,PA,1506500,SANTA ISABEL DO PARÁ,150650,-48.16305994095307,-1.2973959012914251
Pará,PA,1506559,SANTA LUZIA DO PARÁ,150655,-46.906169202698344,-1.518827891387515
Pará,PA,1506583,SANTA MARIA DAS BARREIRAS,150658,-49.71935185722568,-8.87055053969294
Pará,PA,1506609,SANTA MARIA DO PARÁ,150660,-47.57469541380906,-1.3478664592967002
Pará,PA,1506708,SANTANA DO ARAGUAIA,150670,-50.34480432112898,-9.329424525000002
Pará,PA,1506807,SANTARÉM,150680,-54.71857016727106,-2.4362133299999607
Pará,PA,1506906,SANTARÉM NOVO,150690,-47.40092474486797,-0.9287195357832079
Pará,PA,1507003,SANTO ANTÔNIO DO TAUÁ,150700,-48.132433074845736,-1.1516925
Pará,PA,1507102,SÃO CAETANO DE ODIVELAS,150710,-48.025805498083095,-0.7466177599948608
Pará,PA,1507151,SÃO DOMINGOS DO ARAGUAIA,150715,-48.720373410784354,-5.549841000000001
Pará,PA,1507201,SÃO DOMINGOS DO CAPIM,150720,-47.77478456922565,-1.6758145000000004
Pará,PA,1507300,SÃO FÉLIX DO XINGU,150730,-51.99378252396435,-6.642483278340782
Pará,PA,1507409,SÃO FRANCISCO DO PARÁ,150740,-47.790514610705095,-1.1701887846769752
Pará,PA,1507458,SÃO GERALDO DO ARAGUAIA,150745,-48.55571248619257,-6.398957970000001
Pará,PA,1507466,SÃO JOÃO DA PONTA,150746,-47.92072416564618,-0.8510021452696073
Pará,PA,1507474,SÃO JOÃO DE PIRABAS,150747,-47.17267429792052,-0.7664425315153711
Pará,PA,1507508,SÃO JOÃO DO ARAGUAIA,150750,-48.78863340204612,-5.359002724416405
Pará,PA,1507607,SÃO MIGUEL DO GUAMÁ,150760,-47.48240894448923,-1.6171359144904804
Pará,PA,1507706,SÃO SEBASTIÃO DA BOA VISTA,150770,-49.53231217461614,-1.7188505000000003
Pará,PA,1507755,SAPUCAIA,150775,-49.70358071188435,-6.942857112573841
Pará,PA,1507805,SENADOR JOSÉ PORFÍRIO,150780,-51.953056418017134,-2.5948504183235155
Pará,PA,1507904,SOURE,150790,-48.51601266227733,-0.7259255000000001
Pará,PA,1507953,TAILÂNDIA,150795,-48.95128162957578,-2.9370795000000003
Pará,PA,1507961,TERRA ALTA,150796,-47.90780834837435,-1.0348266636162902
Pará,PA,1507979,TERRA SANTA,150797,-56.490904772243205,-2.1081144737390303
Pará,PA,1508001,TOMÉ-AÇU,150800,-48.146896586572,-2.4193668552673255
Pará,PA,1508035,TRACUATEUA,150803,-46.89947833711706,-1.0687840585683503
Pará,PA,1508050,TRAIRÃO,150805,-55.99617003492731,-4.69981914969727
Pará,PA,1508084,TUCUMÃ,150808,-51.1395392466358,-6.7499720073822855
Pará,PA,1508100,TUCURUÍ,150810,-49.667184367224785,-3.766889084311636
Pará,PA,1508126,ULIANÓPOLIS,150812,-47.503144754999155,-3.7571930100000004
Pará,PA,1508159,URUARÁ,150815,-53.73703105045939,-3.7065285000000006
Pará,PA,1508209,VIGIA,150820,-48.14149858520693,-0.8555325736677631
Pará,PA,1508308,VISEU,150830,-46.138765216149565,-1.20327852667727
Pará,PA,1508357,VITÓRIA DO XINGU,150835,-52.01126035381541,-2.8837657102287957
Pará,PA,1508407,XINGUARA,150840,-49.942700584375245,-7.101512827146037
Amapá,AP,1600105,AMAPÁ,160010,-50.79321447026987,2.05392124468205
Amapá,AP,1600204,CALÇOENE,160020,-50.94477273426647,2.4965590445669754
Amapá,AP,1600212,CUTIAS,160021,-50.80162602987764,0.9710780554171502
Amapá,AP,1600238,FERREIRA GOMES,160023,-51.18742904600461,0.8539773931429562
Amapá,AP,1600253,ITAUBAL,160025,-50.70017943741828,0.6006532883046086
Amapá,AP,1600279,LARANJAL DO JARI,160027,-52.53902073693926,-0.8556645000000002
Amapá,AP,1600303,MACAPÁ,160030,-51.057405457035955,0.03895101000000001
Amapá,AP,1600402,MAZAGÃO,160040,-51.28607685610125,-0.12439632882110103
Amapá,AP,1600501,OIAPOQUE,160050,-51.83055255527308,3.8511307325592905
Amapá,AP,1600154,PEDRA BRANCA DO AMAPARI,160015,-51.946594273274336,0.7768828605639442
Amapá,AP,1600535,PORTO GRANDE,160053,-51.414448822991524,0.7125547018243231
Amapá,AP,1600550,PRACUÚBA,160055,-50.78425372128827,1.7425084870783354
Amapá,AP,1600600,SANTANA,160060,-51.17284646506871,-0.03837347909566025
Amapá,AP,1600055,SERRA DO NAVIO,160005,-52.00353843529175,0.8978410409719236
Amapá,AP,1600709,TARTARUGALZINHO,160070,-50.91278615231424,1.5098482403110702
Amapá,AP,1600808,VITÓRIA DO JARI,160080,-52.419614779571845,-0.9189770885427986
Tocantins,TO,1700251,ABREULÂNDIA,170025,-49.16243755547971,-9.621790711998356
Tocantins,TO,1700301,AGUIARNÓPOLIS,170030,-47.470456587944994,-6.547170820618101
Tocantins,TO,1700350,ALIANÇA DO TOCANTINS,170035,-48.94124002214088,-11.30374304650885
Tocantins,TO,1700400,ALMAS,170040,-47.17417168423581,-11.574523469447804
Tocantins,TO,1700707,ALVORADA,170070,-49.12681140672999,-12.478815320822651
